pl_name,hostname,disc_year,discoverymethod,disc_facility 
"""HD 95872 b""","""HD 95872""",2015,"""Radial Velocity""","""Multiple Facilities"""
"""HD 192699 b""","""HD 192699""",2007,"""Radial Velocity""","""Lick Observatory"""
"""HD 2039 b""","""HD 2039""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""OGLE-2018-BLG-0383L b""","""OGLE-2018-BLG-0383L""",2022,"""Microlensing""","""OGLE"""
"""HD 204941 b""","""HD 204941""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""omi CrB b""","""omi CrB""",2012,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""HD 4732 c""","""HD 4732""",2012,"""Radial Velocity""","""Multiple Observatories"""
"""HD 88133 b""","""HD 88133""",2004,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 89307 b""","""HD 89307""",2009,"""Radial Velocity""","""Lick Observatory"""
"""HD 96063 b""","""HD 96063""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HIP 12961 b""","""HIP 12961""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HIP 14810 d""","""HIP 14810""",2009,"""Radial Velocity""","""W. M. Keck Observatory"""
"""Kepler-51 c""","""Kepler-51""",2012,"""Transit""","""Kepler"""
"""HD 4917 b""","""HD 4917""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""GJ 163 b""","""GJ 163""",2013,"""Radial Velocity""","""La Silla Observatory"""
"""GJ 328 b""","""GJ 328""",2013,"""Radial Velocity""","""McDonald Observatory"""
"""HD 39855 b""","""HD 39855""",2019,"""Radial Velocity""","""Las Campanas Observatory"""
"""kap CrB b""","""kap CrB""",2007,"""Radial Velocity""","""Lick Observatory"""
"""GSC 06214-00210 b""","""GSC 06214-00210""",2010,"""Imaging""","""Palomar Observatory"""
"""xi Aql b""","""xi Aql""",2007,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""HD 113337 b""","""HD 113337""",2013,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HIP 91258 b""","""HIP 91258""",2013,"""Radial Velocity""","""Haute-Provence Observatory"""
"""NGC 2682 YBP 1194 b""","""NGC 2682 YBP 1194""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""PDS 70 c""","""PDS 70""",2019,"""Imaging""","""European Southern Observatory"""
"""PSR B1257+12 b""","""PSR B1257+12""",1994,"""Pulsar Timing""","""Arecibo Observatory"""
"""GJ 229 b""","""GJ 229""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""DMPP-1 d""","""DMPP-1""",2019,"""Radial Velocity""","""La Silla Observatory"""
"""GSC 06214-00210 b""","""GSC 06214-00210""",2010,"""Imaging""","""Palomar Observatory"""
"""GSC 06214-00210 b""","""GSC 06214-00210""",2010,"""Imaging""","""Palomar Observatory"""
"""PSR J1719-1438 b""","""PSR J1719-1438""",2011,"""Pulsar Timing""","""Parkes Observatory"""
"""GJ 3293 c""","""GJ 3293""",2015,"""Radial Velocity""","""La Silla Observatory"""
"""HAT-P-62 b""","""HAT-P-62""",2021,"""Transit""","""HATNet"""
"""HAT-P-63 b""","""HAT-P-63""",2021,"""Transit""","""HATNet"""
"""HD 76700 b""","""HD 76700""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HW Vir b""","""HW Vir""",2012,"""Eclipse Timing Variations""","""McDonald Observatory"""
"""7 CMa c""","""7 CMa""",2019,"""Radial Velocity""","""Multiple Observatories"""
"""HD 10180 e""","""HD 10180""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 148427 b""","""HD 148427""",2009,"""Radial Velocity""","""Lick Observatory"""
"""HD 213240 b""","""HD 213240""",2001,"""Radial Velocity""","""La Silla Observatory"""
"""HD 128356 b""","""HD 128356""",2016,"""Radial Velocity""","""Multiple Observatories"""
"""HD 62509 b""","""HD 62509""",2006,"""Radial Velocity""","""Multiple Observatories"""
"""GJ 338 B b""","""GJ 338 B""",2020,"""Radial Velocity""","""Calar Alto Observatory"""
"""HD 206610 b""","""HD 206610""",2009,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 20794 d""","""HD 20794""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""GJ 581 b""","""GJ 581""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""HD 210702 b""","""HD 210702""",2007,"""Radial Velocity""","""Lick Observatory"""
"""HD 181234 b""","""HD 181234""",2019,"""Radial Velocity""","""La Silla Observatory"""
"""HD 215497 c""","""HD 215497""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 220773 b""","""HD 220773""",2011,"""Radial Velocity""","""McDonald Observatory"""
"""GJ 3323 b""","""GJ 3323""",2017,"""Radial Velocity""","""La Silla Observatory"""
"""BD+03 2562 b""","""BD+03 2562""",2017,"""Radial Velocity""","""Multiple Observatories"""
"""HD 35759 b""","""HD 35759""",2016,"""Radial Velocity""","""Haute-Provence Observatory"""
"""GJ 676 A b""","""GJ 676 A""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 134060 b""","""HD 134060""",2019,"""Radial Velocity""","""La Silla Observatory"""
"""HD 23596 b""","""HD 23596""",2003,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 131496 b""","""HD 131496""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""GJ 433 c""","""GJ 433""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""DMPP-1 e""","""DMPP-1""",2019,"""Radial Velocity""","""La Silla Observatory"""
"""HD 37605 b""","""HD 37605""",2004,"""Radial Velocity""","""McDonald Observatory"""
"""HD 20794 b""","""HD 20794""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""HD 80606 b""","""HD 80606""",2001,"""Radial Velocity""","""Multiple Observatories"""
"""61 Vir b""","""61 Vir""",2009,"""Radial Velocity""","""Multiple Observatories"""
"""HD 178911 B b""","""HD 178911 B""",2001,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 37124 b""","""HD 37124""",2002,"""Radial Velocity""","""W. M. Keck Observatory"""
"""47 UMa c""","""47 UMa""",2001,"""Radial Velocity""","""Lick Observatory"""
"""HD 125612 d""","""HD 125612""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 32518 b""","""HD 32518""",2009,"""Radial Velocity""","""Thueringer Landessternwarte Tautenburg"""
"""HD 24064 b""","""HD 24064""",2015,"""Radial Velocity""","""Bohyunsan Optical Astronomical Observatory"""
"""HIP 14810 d""","""HIP 14810""",2009,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HU Aqr AB c""","""HU Aqr""",2011,"""Eclipse Timing Variations""","""Yunnan Astronomical Observatory"""
"""HD 1605 b""","""HD 1605""",2015,"""Radial Velocity""","""Multiple Observatories"""
"""HD 163607 b""","""HD 163607""",2010,"""Radial Velocity""","""W. M. Keck Observatory"""
"""GJ 581 c""","""GJ 581""",2007,"""Radial Velocity""","""La Silla Observatory"""
"""HD 1690 b""","""HD 1690""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 69830 d""","""HD 69830""",2006,"""Radial Velocity""","""La Silla Observatory"""
"""HD 99109 b""","""HD 99109""",2005,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 188015 b""","""HD 188015""",2004,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 285968 b""","""HD 285968""",2008,"""Radial Velocity""","""La Silla Observatory"""
"""HD 168443 b""","""HD 168443""",1998,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HR 5183 b""","""HR 5183""",2019,"""Radial Velocity""","""Multiple Observatories"""
"""HD 196050 b""","""HD 196050""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 113996 b""","""HD 113996""",2017,"""Radial Velocity""","""Bohyunsan Optical Astronomical Observatory"""
"""HD 240237 b""","""HD 240237""",2011,"""Radial Velocity""","""McDonald Observatory"""
"""HD 7199 b""","""HD 7199""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""HD 206255 b""","""HD 206255""",2019,"""Radial Velocity""","""Las Campanas Observatory"""
"""HD 103197 b""","""HD 103197""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 142 b""","""HD 142""",2001,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 106270 b""","""HD 106270""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 121504 b""","""HD 121504""",2003,"""Radial Velocity""","""La Silla Observatory"""
"""HD 175607 b""","""HD 175607""",2015,"""Radial Velocity""","""La Silla Observatory"""
"""HD 7449 b""","""HD 7449""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""HD 183263 b""","""HD 183263""",2004,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 11977 b""","""HD 11977""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""HD 178911 B b""","""HD 178911 B""",2001,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 50554 b""","""HD 50554""",2002,"""Radial Velocity""","""Lick Observatory"""
"""HD 190360 c""","""HD 190360""",2005,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 117207 b""","""HD 117207""",2004,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 167042 b""","""HD 167042""",2007,"""Radial Velocity""","""Lick Observatory"""
"""HD 37124 b""","""HD 37124""",2002,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 37124 d""","""HD 37124""",2005,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 141399 c""","""HD 141399""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""tau Cet f""","""tau Cet""",2017,"""Radial Velocity""","""Multiple Observatories"""
"""HD 169830 c""","""HD 169830""",2003,"""Radial Velocity""","""La Silla Observatory"""
"""HD 181234 b""","""HD 181234""",2019,"""Radial Velocity""","""La Silla Observatory"""
"""HD 31253 b""","""HD 31253""",2010,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 73526 b""","""HD 73526""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""TYC 1422-614-1 c""","""TYC 1422-614-1""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""HD 183263 c""","""HD 183263""",2008,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 28185 b""","""HD 28185""",2001,"""Radial Velocity""","""La Silla Observatory"""
"""HD 183263 c""","""HD 183263""",2008,"""Radial Velocity""","""W. M. Keck Observatory"""
"""DP Leo b""","""DP Leo""",2009,"""Eclipse Timing Variations""","""Yunnan Astronomical Observatory"""
"""HD 52265 b""","""HD 52265""",2000,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 11964 b""","""HD 11964""",2005,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 45350 b""","""HD 45350""",2004,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 32963 b""","""HD 32963""",2015,"""Radial Velocity""","""W. M. Keck Observatory"""
"""GJ 317 b""","""GJ 317""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""81 Cet b""","""81 Cet""",2008,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""HD 11964 c""","""HD 11964""",2008,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 52265 b""","""HD 52265""",2000,"""Radial Velocity""","""W. M. Keck Observatory"""
"""GJ 414 A b""","""GJ 414 A""",2021,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 10180 h""","""HD 10180""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 30177 c""","""HD 30177""",2016,"""Radial Velocity""","""Multiple Observatories"""
"""HD 149143 b""","""HD 149143""",2005,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 47186 b""","""HD 47186""",2008,"""Radial Velocity""","""La Silla Observatory"""
"""HD 10180 g""","""HD 10180""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""GJ 625 b""","""GJ 625""",2017,"""Radial Velocity""","""Multiple Observatories"""
"""HD 111591 b""","""HD 111591""",2017,"""Radial Velocity""","""Multiple Observatories"""
"""GJ 433 d""","""GJ 433""",2020,"""Radial Velocity""","""Multiple Facilities"""
"""HD 141399 e""","""HD 141399""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""HD 3651 b""","""HD 3651""",2003,"""Radial Velocity""","""Multiple Observatories"""
"""HD 128311 b""","""HD 128311""",2002,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 154345 b""","""HD 154345""",2006,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 212301 b""","""HD 212301""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""HD 180902 b""","""HD 180902""",2009,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 216437 b""","""HD 216437""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 89307 b""","""HD 89307""",2009,"""Radial Velocity""","""Lick Observatory"""
"""GJ 317 b""","""GJ 317""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 74156 c""","""HD 74156""",2003,"""Radial Velocity""","""Haute-Provence Observatory"""
"""18 Del b""","""18 Del""",2008,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""GJ 3634 b""","""GJ 3634""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 102956 b""","""HD 102956""",2010,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 108874 b""","""HD 108874""",2002,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 168746 b""","""HD 168746""",2002,"""Radial Velocity""","""La Silla Observatory"""
"""HD 8574 b""","""HD 8574""",2002,"""Radial Velocity""","""Haute-Provence Observatory"""
"""GJ 317 c""","""GJ 317""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 20794 c""","""HD 20794""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""HD 12661 c""","""HD 12661""",2002,"""Radial Velocity""","""Multiple Observatories"""
"""HD 42618 b""","""HD 42618""",2016,"""Radial Velocity""","""Multiple Observatories"""
"""HD 156279 c""","""HD 156279""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 128311 b""","""HD 128311""",2002,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 7924 d""","""HD 7924""",2015,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 96167 b""","""HD 96167""",2009,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 152079 b""","""HD 152079""",2009,"""Radial Velocity""","""Las Campanas Observatory"""
"""HD 19994 b""","""HD 19994""",2003,"""Radial Velocity""","""La Silla Observatory"""
"""HD 210702 b""","""HD 210702""",2007,"""Radial Velocity""","""Lick Observatory"""
"""GJ 676 A e""","""GJ 676 A""",2012,"""Radial Velocity""","""La Silla Observatory"""
"""HD 206610 b""","""HD 206610""",2009,"""Radial Velocity""","""W. M. Keck Observatory"""
"""BD+49 828 b""","""BD+49 828""",2015,"""Radial Velocity""","""McDonald Observatory"""
"""HD 216437 b""","""HD 216437""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 33283 b""","""HD 33283""",2006,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 204313 b""","""HD 204313""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 204313 b""","""HD 204313""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 85390 b""","""HD 85390""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 95127 b""","""HD 95127""",2015,"""Radial Velocity""","""McDonald Observatory"""
"""HD 95089 c""","""HD 95089""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 285507 b""","""HD 285507""",2013,"""Radial Velocity""","""Fred Lawrence Whipple Observatory"""
"""HD 40307 b""","""HD 40307""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 10180 e""","""HD 10180""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HIP 54373 b""","""HIP 54373""",2019,"""Radial Velocity""","""Las Campanas Observatory"""
"""HD 70642 b""","""HD 70642""",2003,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""Gl 686 b""","""Gl 686""",2018,"""Radial Velocity""","""Roque de los Muchachos Observatory"""
"""Ross 128 b""","""Ross 128""",2017,"""Radial Velocity""","""La Silla Observatory"""
"""HD 149143 b""","""HD 149143""",2005,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 23079 b""","""HD 23079""",2001,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 187085 b""","""HD 187085""",2006,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 30177 b""","""HD 30177""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""GJ 1214 b""","""GJ 1214""",2009,"""Transit""","""MEarth Project"""
"""gam Lib c""","""gam Lib""",2018,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""IC 4651 9122 b""","""IC 4651 9122""",2018,"""Radial Velocity""","""La Silla Observatory"""
"""HD 7199 b""","""HD 7199""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""Gl 686 b""","""Gl 686""",2018,"""Radial Velocity""","""Roque de los Muchachos Observatory"""
"""HD 196885 A b""","""HD 196885 A""",2007,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 109246 b""","""HD 109246""",2010,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 240237 b""","""HD 240237""",2011,"""Radial Velocity""","""McDonald Observatory"""
"""HD 219828 c""","""HD 219828""",2016,"""Radial Velocity""","""Multiple Facilities"""
"""HD 165155 b""","""HD 165155""",2016,"""Radial Velocity""","""Multiple Observatories"""
"""GJ 163 d""","""GJ 163""",2013,"""Radial Velocity""","""La Silla Observatory"""
"""HD 60532 c""","""HD 60532""",2008,"""Radial Velocity""","""La Silla Observatory"""
"""HD 6434 b""","""HD 6434""",2003,"""Radial Velocity""","""La Silla Observatory"""
"""HD 88133 b""","""HD 88133""",2004,"""Radial Velocity""","""W. M. Keck Observatory"""
"""GJ 3138 c""","""GJ 3138""",2017,"""Radial Velocity""","""La Silla Observatory"""
"""Teegarden's Star c""","""Teegarden's Star""",2019,"""Radial Velocity""","""Calar Alto Observatory"""
"""GJ 4276 b""","""GJ 4276""",2019,"""Radial Velocity""","""Calar Alto Observatory"""
"""HD 564 b""","""HD 564""",2014,"""Radial Velocity""","""La Silla Observatory"""
"""GJ 1061 c""","""GJ 1061""",2020,"""Radial Velocity""","""La Silla Observatory"""
"""HD 192699 b""","""HD 192699""",2007,"""Radial Velocity""","""Lick Observatory"""
"""HD 73534 b""","""HD 73534""",2008,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 8673 b""","""HD 8673""",2009,"""Radial Velocity""","""Thueringer Landessternwarte Tautenburg"""
"""HD 33844 b""","""HD 33844""",2015,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 99706 b""","""HD 99706""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 87646 b""","""HD 87646""",2016,"""Radial Velocity""","""Apache Point Observatory"""
"""HD 1605 c""","""HD 1605""",2015,"""Radial Velocity""","""Multiple Observatories"""
"""HD 238090 b""","""HD 238090""",2020,"""Radial Velocity""","""Multiple Observatories"""
"""HU Aqr AB b""","""HU Aqr""",2011,"""Eclipse Timing Variations""","""Yunnan Astronomical Observatory"""
"""HD 117618 b""","""HD 117618""",2004,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 4308 b""","""HD 4308""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""HD 159868 b""","""HD 159868""",2006,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HIP 97233 b""","""HIP 97233""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""WASP-21 b""","""WASP-21""",2010,"""Transit""","""SuperWASP"""
"""HD 40307 f""","""HD 40307""",2013,"""Radial Velocity""","""La Silla Observatory"""
"""HD 216435 b""","""HD 216435""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 179079 b""","""HD 179079""",2008,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 147018 c""","""HD 147018""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 6434 b""","""HD 6434""",2003,"""Radial Velocity""","""La Silla Observatory"""
"""HD 176986 b""","""HD 176986""",2017,"""Radial Velocity""","""Multiple Observatories"""
"""nu Oph b""","""nu Oph""",2012,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""HIP 65891 b""","""HIP 65891""",2015,"""Radial Velocity""","""Multiple Observatories"""
"""HD 154857 c""","""HD 154857""",2014,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""NGC 2682 Sand 364 b""","""NGC 2682 Sand 364""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""HD 134060 c""","""HD 134060""",2019,"""Radial Velocity""","""La Silla Observatory"""
"""HD 75898 b""","""HD 75898""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""TAP 26 b""","""TAP 26""",2017,"""Radial Velocity""","""Multiple Facilities"""
"""HD 99706 b""","""HD 99706""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 75784 c""","""HD 75784""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HIP 67537 b""","""HIP 67537""",2017,"""Radial Velocity""","""Multiple Observatories"""
"""HD 216435 b""","""HD 216435""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HIP 74890 b""","""HIP 74890""",2016,"""Radial Velocity""","""Multiple Observatories"""
"""HD 153950 b""","""HD 153950""",2008,"""Radial Velocity""","""La Silla Observatory"""
"""HIP 65407 b""","""HIP 65407""",2016,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 208897 b""","""HD 208897""",2017,"""Radial Velocity""","""Multiple Observatories"""
"""11 UMi b""","""11 UMi""",2009,"""Radial Velocity""","""Thueringer Landessternwarte Tautenburg"""
"""HD 5608 b""","""HD 5608""",2012,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""Gl 686 b""","""Gl 686""",2018,"""Radial Velocity""","""Roque de los Muchachos Observatory"""
"""HD 73526 c""","""HD 73526""",2005,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""GJ 676 A b""","""GJ 676 A""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 86264 b""","""HD 86264""",2009,"""Radial Velocity""","""Lick Observatory"""
"""HD 96127 b""","""HD 96127""",2011,"""Radial Velocity""","""McDonald Observatory"""
"""K2-15 b""","""K2-15""",2015,"""Transit""","""K2"""
"""HIP 14810 b""","""HIP 14810""",2005,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 212771 b""","""HD 212771""",2009,"""Radial Velocity""","""W. M. Keck Observatory"""
"""81 Cet b""","""81 Cet""",2008,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""GJ 1265 b""","""GJ 1265""",2018,"""Radial Velocity""","""Calar Alto Observatory"""
"""WASP-70 A b""","""WASP-70 A""",2014,"""Transit""","""SuperWASP"""
"""EPIC 201427007 b""","""EPIC 201427007""",2021,"""Transit""","""K2"""
"""HD 94834 b""","""HD 94834""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 142415 b""","""HD 142415""",2003,"""Radial Velocity""","""La Silla Observatory"""
"""HD 101930 b""","""HD 101930""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""HD 125612 b""","""HD 125612""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 33283 b""","""HD 33283""",2006,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 11755 b""","""HD 11755""",2015,"""Radial Velocity""","""Bohyunsan Optical Astronomical Observatory"""
"""HD 73267 b""","""HD 73267""",2008,"""Radial Velocity""","""La Silla Observatory"""
"""HD 75784 b""","""HD 75784""",2014,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 22781 b""","""HD 22781""",2011,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 8535 b""","""HD 8535""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HIP 14810 b""","""HIP 14810""",2005,"""Radial Velocity""","""W. M. Keck Observatory"""
"""WASP-74 b""","""WASP-74""",2015,"""Transit""","""SuperWASP"""
"""HD 221287 b""","""HD 221287""",2007,"""Radial Velocity""","""La Silla Observatory"""
"""7 CMa b""","""7 CMa""",2011,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 18742 b""","""HD 18742""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 109271 b""","""HD 109271""",2013,"""Radial Velocity""","""La Silla Observatory"""
"""TYC 3667-1280-1 b""","""TYC 3667-1280-1""",2016,"""Radial Velocity""","""McDonald Observatory"""
"""30 Ari B b""","""30 Ari B""",2009,"""Radial Velocity""","""Thueringer Landessternwarte Tautenburg"""
"""BD+20 2457 b""","""BD+20 2457""",2009,"""Radial Velocity""","""McDonald Observatory"""
"""HD 111232 b""","""HD 111232""",2003,"""Radial Velocity""","""La Silla Observatory"""
"""HD 13189 b""","""HD 13189""",2005,"""Radial Velocity""","""Thueringer Landessternwarte Tautenburg"""
"""HD 145457 b""","""HD 145457""",2010,"""Radial Velocity""","""Subaru Telescope"""
"""Wolf 1061 b""","""Wolf 1061""",2015,"""Radial Velocity""","""La Silla Observatory"""
"""GJ 667 C c""","""GJ 667 C""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""HD 20794 d""","""HD 20794""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""HIP 70849 b""","""HIP 70849""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""EPIC 212624936 b""","""EPIC 212624936""",2021,"""Transit""","""K2"""
"""HD 62509 b""","""HD 62509""",2006,"""Radial Velocity""","""Multiple Observatories"""
"""HD 192699 b""","""HD 192699""",2007,"""Radial Velocity""","""Lick Observatory"""
"""HIP 67851 c""","""HIP 67851""",2015,"""Radial Velocity""","""Multiple Observatories"""
"""HD 159868 c""","""HD 159868""",2012,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 158038 b""","""HD 158038""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""V0391 Peg b""","""V0391 Peg""",2007,"""Pulsation Timing Variations""","""Multiple Observatories"""
"""GJ 163 c""","""GJ 163""",2013,"""Radial Velocity""","""La Silla Observatory"""
"""HD 154672 b""","""HD 154672""",2008,"""Radial Velocity""","""Las Campanas Observatory"""
"""HD 40307 c""","""HD 40307""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 11977 b""","""HD 11977""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""HD 224538 b""","""HD 224538""",2016,"""Radial Velocity""","""Multiple Observatories"""
"""HD 113538 c""","""HD 113538""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""GJ 667 C b""","""GJ 667 C""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""HR 810 b""","""HR 810""",1999,"""Radial Velocity""","""La Silla Observatory"""
"""HD 75784 c""","""HD 75784""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 147873 b""","""HD 147873""",2016,"""Radial Velocity""","""Multiple Observatories"""
"""HD 159243 c""","""HD 159243""",2013,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 147018 b""","""HD 147018""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 63765 b""","""HD 63765""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 207832 b""","""HD 207832""",2012,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 73534 b""","""HD 73534""",2008,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 79498 b""","""HD 79498""",2011,"""Radial Velocity""","""McDonald Observatory"""
"""HD 152581 b""","""HD 152581""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 43197 b""","""HD 43197""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 11506 b""","""HD 11506""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
